"id","city_id","name","is_metropolitan_district"
"1","1","ALADAĞ","1"
"2","1","CEYHAN","1"
"3","1","ÇUKUROVA","1"
"4","1","FEKE","1"
"5","1","İMAMOĞLU","1"
"6","1","KARAİSALI","1"
"7","1","KARATAŞ","1"
"8","1","KOZAN","1"
"9","1","POZANTI","1"
"10","1","SAİMBEYLİ","1"
"11","1","SARIÇAM","1"
"12","1","SEYHAN","1"
"13","1","TUFANBEYLİ","1"
"14","1","YUMURTALIK","1"
"15","1","YÜREĞİR","1"
"16","2","BESNİ","0"
"17","2","ÇELİKHAN","0"
"18","2","GERGER","0"
"19","2","GÖLBAŞI","0"
"20","2","KAHTA","0"
"21","2","MERKEZ","0"
"22","2","SAMSAT","0"
"23","2","SİNCİK","0"
"24","2","TUT","0"
"25","3","BAŞMAKÇI","0"
"26","3","BAYAT","0"
"27","3","BOLVADİN","0"
"28","3","ÇAY","0"
"29","3","ÇOBANLAR","0"
"30","3","DAZKIRI","0"
"31","3","DİNAR","0"
"32","3","EMİRDAĞ","0"
"33","3","EVCİLER","0"
"34","3","HOCALAR","0"
"35","3","İHSANİYE","0"
"36","3","İSCEHİSAR","0"
"37","3","KIZILÖREN","0"
"38","3","MERKEZ","0"
"39","3","SANDIKLI","0"
"40","3","SİNANPAŞA","0"
"41","3","ŞUHUT","0"
"42","3","SULTANDAĞI","0"
"43","4","DİYADİN","0"
"44","4","DOĞUBAYAZIT","0"
"45","4","ELEŞKİRT","0"
"46","4","HAMUR","0"
"47","4","MERKEZ","0"
"48","4","PATNOS","0"
"49","4","TAŞLIÇAY","0"
"50","4","TUTAK","0"
"51","5","GÖYNÜCEK","0"
"52","5","GÜMÜŞHACIKÖY","0"
"53","5","HAMAMÖZÜ","0"
"54","5","MERKEZ","0"
"55","5","MERZİFON","0"
"56","5","SULUOVA","0"
"57","5","TAŞOVA","0"
"58","6","AKYURT","1"
"59","6","ALTINDAĞ","1"
"60","6","AYAŞ","1"
"61","6","BALA","1"
"62","6","BEYPAZARI","1"
"63","6","ÇAMLIDERE","1"
"64","6","ÇANKAYA","1"
"65","6","ÇUBUK","1"
"66","6","ELMADAĞ","1"
"67","6","ETİMESGUT","1"
"68","6","EVREN","1"
"69","6","GÖLBAŞI","1"
"70","6","GÜDÜL","1"
"71","6","HAYMANA","1"
"72","6","KAHRAMANKAZAN","1"
"73","6","KALECİK","1"
"74","6","KEÇİÖREN","1"
"75","6","KIZILCAHAMAM","1"
"76","6","MAMAK","1"
"77","6","NALLIHAN","1"
"78","6","POLATLI","1"
"79","6","PURSAKLAR","1"
"80","6","ŞEREFLİKOÇHİSAR","1"
"81","6","SİNCAN","1"
"82","6","YENİMAHALLE","1"
"83","7","AKSEKİ","1"
"84","7","AKSU","1"
"85","7","ALANYA","1"
"86","7","DEMRE","1"
"87","7","DÖŞEMEALTI","1"
"88","7","ELMALI","1"
"89","7","FİNİKE","1"
"90","7","GAZİPAŞA","1"
"91","7","GÜNDOĞMUŞ","1"
"92","7","İBRADI","1"
"93","7","KAŞ","1"
"94","7","KEMER","1"
"95","7","KEPEZ","1"
"96","7","KONYAALTI","1"
"97","7","KORKUTELİ","1"
"98","7","KUMLUCA","1"
"99","7","MANAVGAT","1"
"100","7","MURATPAŞA","1"
"101","7","SERİK","1"
"102","8","ARDANUÇ","0"
"103","8","ARHAVİ","0"
"104","8","BORÇKA","0"
"105","8","HOPA","0"
"106","8","KEMALPAŞA","0"
"107","8","MERKEZ","0"
"108","8","MURGUL","0"
